Timestamp,1. Umur anda (sila nyatakan),2. Kaum,3. Agama,4. Negeri Tempat Mengundi,Negeri,5. Bil elektrik bulan terakhir anda,6. Tahap pendidikan tertinggi anda,7. Adakah anda pengundi berdaftar?,8. Media sosial di Internet merupakan sumber maklumat utama saya mengenai isu semasa berbanding media cetak dan televisyen.,9. Dasar Transformasi Nasional yang diperkenalkan kerajaan mampu membawa kemakmuran kepada negara pada masa depan.,10. Tun Mahathir Mohamad adalah negarawan ulung negara.,11. Pilihan Raya Umum Ke 14 akan memberi sinar perubahan baharu kepada politik dan ekonomi Malaysia.,12. Cukai GST harus dikekalkan bagi menjamin pembangunan negara yang berterusan.,13. Isu agama dan kaum perlu diberi perhatian utama berbanding ekonomi dan pembangunan.,14. Bagaimana anda menilai pencapaian Datuk Seri Najib Tun Razak sebagai Perdana Menteri ?,"15. Sekiranya Pilihanraya Umum (PRU) diadakan esok,parti mana yang akan anda pilih?"
3/29/2018 20:54:20,38,Melayu,Islam,KL,Kuala Lumpur,RM 101 - RM 300,Diploma / Sijil,Ya,Tidak,Ya,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
3/29/2018 21:05:22,32,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
3/29/2018 21:05:34,27,Melayu,Islam,terengganu,Terengganu,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Puas Hati,Tidak Pasti
3/29/2018 21:06:27,33,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
3/29/2018 21:21:16,33,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,Puas Hati,Barisan Nasional (BN)
3/29/2018 21:25:55,33,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
3/29/2018 21:32:55,33,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
3/29/2018 21:37:02,33,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
3/29/2018 21:41:09,33,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Tidak Pasti,Tidak,Tidak,Amat Puas Hati,Barisan Nasional (BN)
3/29/2018 21:58:19,33,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
3/29/2018 22:06:23,33,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
3/29/2018 22:22:45,33,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
3/29/2018 22:25:12,33,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
3/29/2018 23:58:43,40,Melayu,Islam,selangor,Selangor,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
3/30/2018 7:40:19,36,Melayu,Islam,Pahang,Pahang,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
3/30/2018 18:19:51,32,Melayu,Islam,Negeri Sembilan,Negeri Sembilan,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
3/30/2018 18:20:04,32,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
3/30/2018 18:26:16,32,Melayu,Islam,perak,Perak,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
3/30/2018 18:34:49,32,Melayu,Islam,selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Tidak,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
3/30/2018 20:57:29,32,Melayu,Islam,Selangor,Selangor,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Pas dan Gabungan nya
3/30/2018 22:46:44,27,Melayu,Islam,Perak,Perak,RM 0 - RM 100,SPM/SPMV atau setaraf,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
3/30/2018 22:49:48,29,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
3/30/2018 22:51:07,29,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
3/30/2018 23:51:51,32,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
3/31/2018 7:44:24,42,Melayu,Islam,selangor,Selangor,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
3/31/2018 15:07:20,22,Melayu,Lain-lain,Terengganu,Terengganu,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
3/31/2018 17:29:38,52,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Ya,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
3/31/2018 19:06:10,35,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,STPM atau setaraf,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/1/2018 17:25:30,29,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/1/2018 21:09:42,42,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak Puas Hati,Tidak Pasti
4/1/2018 21:15:37,27,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Tidak,Ya,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Tidak Pasti
4/1/2018 21:27:56,27,Cina,Buddha,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Tidak,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/1/2018 21:32:32,43,Melayu,Islam,Kang Valley ,Selangor,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Barisan Nasional (BN)
4/1/2018 21:33:45,26,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Ya,Tidak Puas Hati,Tidak Pasti
4/1/2018 21:37:49,45,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/1/2018 21:37:57,43,Melayu,Islam,Selangor,Selangor,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Barisan Nasional (BN)
4/1/2018 21:45:48,44,Melayu,Islam,Selangor,Selangor,RM 500 dan lebih,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/1/2018 21:56:30,43,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Tidak,Ya,Ya,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/1/2018 22:05:47,42,Melayu,Islam,Melaka,Melaka,RM 0 - RM 100,STPM atau setaraf,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/1/2018 22:12:18,45,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
4/1/2018 22:15:14,50,Melayu,Islam,Selangor,Selangor,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/1/2018 22:27:44,27,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/1/2018 22:30:39,27,Cina,Buddha,Johor ,Johor,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/1/2018 22:35:08,43,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/1/2018 22:43:19,42,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/1/2018 22:43:29,43,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/1/2018 22:56:35,29,Cina,Kristian,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak,Tidak,Ya,Tidak,Tidak Puas Hati,Tidak Pasti
4/1/2018 23:30:35,27,Cina,Kristian,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Tidak,Tidak,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 2:11:12,43,Melayu,Islam,Perak,Perak,RM 101 - RM 300,SPM/SPMV atau setaraf,Ya,Ya,Ya,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/2/2018 2:38:50,26,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 6:41:39,42,Melayu,Islam,Kuala Lumpur ,Kuala Lumpur,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/2/2018 6:45:55,45,Melayu,Islam,Pahang,Pahang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Ya,Amat Puas Hati,Tidak Pasti
4/2/2018 7:24:32,43,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 7:45:24,42,Melayu,Islam,johor,Johor,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/2/2018 8:38:04,41,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak,Ya,Ya,Tidak,Amat Puas Hati,Barisan Nasional (BN)
4/2/2018 9:59:03,46,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak,Puas Hati,Pas dan Gabungan nya
4/2/2018 10:38:10,51,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/2/2018 11:11:30,39,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/2/2018 11:31:32,37,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 11:36:01,37,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 11:37:32,37,Melayu,Islam,kuala lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Amat Puas Hati,Barisan Nasional (BN)
4/2/2018 11:42:31,36,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak,Ya,Tidak Pasti,Tidak,Puas Hati,Pas dan Gabungan nya
4/2/2018 11:42:42,36,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak,Ya,Tidak Pasti,Tidak,Puas Hati,Pas dan Gabungan nya
4/2/2018 11:44:58,30,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 11:50:53,31,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Tidak Pasti,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 11:54:36,27,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Tidak,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 11:56:08,38,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 11:57:12,27,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
4/2/2018 11:59:11,31,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 12:02:05,30,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/2/2018 12:07:28,40,Melayu,Islam,Sarawak,Sarawak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Tidak,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 12:07:56,27,Melayu,Islam,Kedah,Kedah,RM 500 dan lebih,Siswazah (Masters/PHD),Ya,Tidak,Tidak Pasti,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 12:11:50,45,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 12:14:17,29,Melayu,Islam,"Muadzam Shah, Pahang",Pahang,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/2/2018 12:14:39,42,Melayu,Islam,Kuala lumpur,Kuala Lumpur,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/2/2018 12:27:34,31,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 12:30:02,27,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 12:37:35,44,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,Puas Hati,Barisan Nasional (BN)
4/2/2018 12:40:00,42,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak Pasti,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/2/2018 12:42:40,46,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 12:43:34,44,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Tidak,Ya,Ya,Tidak Pasti,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/2/2018 12:45:21,31,Melayu,Islam,Sabah,Sabah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Amat Puas Hati,Pas dan Gabungan nya
4/2/2018 12:46:10,45,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak Pasti,Tidak,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 13:16:08,32,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:24:27,43,Melayu,Islam,Terengganu,Terengganu,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 13:27:45,39,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
4/2/2018 13:31:10,30,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:32:44,36,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,SPM/SPMV atau setaraf,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:35:33,30,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:36:07,30,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,SRP/PMR atau lebih rendah,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:40:17,41,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:41:29,58,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:43:23,30,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:43:48,44,India,Islam,kuala lumpur,Kuala Lumpur,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:46:16,41,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:53:01,28,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak Pasti,Tidak,Tidak,Tidak Pasti,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 13:55:03,57,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,SPM/SPMV atau setaraf,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 13:55:04,49,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 13:55:14,58,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 13:59:13,58,Melayu,Islam,Pahang,Pahang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:07:09,58,Melayu,Islam,Negeri Sembilan,Negeri Sembilan,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Tidak,Ya,Tidak,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:11:39,57,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 14:13:48,60,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:14:11,26,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:19:07,25,Melayu,Islam,Selangir,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Ya,Tidak,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 14:21:20,40,Melayu,Islam,Perlis,Perlis,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:26:23,58,Melayu,Islam,Putrajaya,Putrajaya,RM 500 dan lebih,Ijazah Sarjana Muda,Ya,Ya,Tidak,Tidak Pasti,Ya,Ya,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:32:46,39,Melayu,Islam,Perlis,Perlis,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:34:07,60,Melayu,Islam,Perlis,Perlis,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:39:19,33,Melayu,Islam,KL,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 14:41:08,30,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak Pasti,Ya,Ya,Ya,Ya,Tidak,Puas Hati,Pakatan Harapan (PH)
4/2/2018 15:07:12,50,Melayu,Islam,Terengganu ,Terengganu,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
